STATE_FIPS_CODE,STATE_ALPHA,STATE_NAME,size,practice,operations,acres,total_ops,total_acres,ops_adopt,acres_adopt
56,WY,WYOMING,All Farms,Reduced Till,541,181377,11938,29004884,0.04531747361367063,0.006253326163966041
56,WY,WYOMING,All Farms,Reduced Till,541,181377,11938,29004884,0.04531747361367063,0.006253326163966041
1,AL,ALABAMA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,337,1284,3633,18039,0.0927608037434627,0.0711791119241643
1,AL,ALABAMA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,337,1284,3633,18039,0.0927608037434627,0.0711791119241643
2,AK,ALASKA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,63,NA,428,1341,0.14719626168224298,NA
2,AK,ALASKA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,63,NA,428,1341,0.14719626168224298,NA
4,AZ,ARIZONA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,110,284,9436,25840,0.01165748198389148,0.010990712074303405
4,AZ,ARIZONA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,110,284,9436,25840,0.01165748198389148,0.010990712074303405
5,AR,ARKANSAS,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,158,523,2520,13516,0.0626984126984127,0.03869488014205386
5,AR,ARKANSAS,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,158,523,2520,13516,0.0626984126984127,0.03869488014205386
6,CA,CALIFORNIA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,1031,3526,23400,94353,0.04405982905982906,0.037370300891333606
6,CA,CALIFORNIA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,1031,3526,23400,94353,0.04405982905982906,0.037370300891333606
8,CO,COLORADO,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,312,1164,6404,30185,0.04871955028107433,0.03856219976809674
8,CO,COLORADO,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,312,1164,6404,30185,0.04871955028107433,0.03856219976809674
9,CT,CONNECTICUT,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,231,653,1765,8395,0.13087818696883852,0.07778439547349612
9,CT,CONNECTICUT,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,231,653,1765,8395,0.13087818696883852,0.07778439547349612
10,DE,DELAWARE,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,58,296,380,1747,0.15263157894736842,0.16943331425300515
10,DE,DELAWARE,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,58,296,380,1747,0.15263157894736842,0.16943331425300515
12,FL,FLORIDA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,377,1355,14072,65031,0.026790790221716886,0.020836216573634114
12,FL,FLORIDA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,377,1355,14072,65031,0.026790790221716886,0.020836216573634114
13,GA,GEORGIA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,442,1463,4516,22762,0.09787422497785651,0.0642737896494157
13,GA,GEORGIA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,442,1463,4516,22762,0.09787422497785651,0.0642737896494157
15,HI,HAWAII,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,180,443,4868,18286,0.03697617091207888,0.024226183965875534
15,HI,HAWAII,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,180,443,4868,18286,0.03697617091207888,0.024226183965875534
16,ID,IDAHO,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,188,755,6673,32421,0.02817323542634497,0.023287375466518614
16,ID,IDAHO,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,188,755,6673,32421,0.02817323542634497,0.023287375466518614
17,IL,ILLINOIS,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,1108,5294,7992,40961,0.13863863863863865,0.12924489148214155
17,IL,ILLINOIS,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,1108,5294,7992,40961,0.13863863863863865,0.12924489148214155
18,IN,INDIANA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,1005,5086,7622,40400,0.1318551561270008,0.1258910891089109
18,IN,INDIANA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,1005,5086,7622,40400,0.1318551561270008,0.1258910891089109
19,IA,IOWA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,1090,5142,9120,45875,0.11951754385964912,0.11208719346049047
19,IA,IOWA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,1090,5142,9120,45875,0.11951754385964912,0.11208719346049047
20,KS,KANSAS,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,302,1475,2665,13117,0.11332082551594747,0.11244949302431959
20,KS,KANSAS,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,302,1475,2665,13117,0.11332082551594747,0.11244949302431959
21,KY,KENTUCKY,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,749,3001,6211,33216,0.1205924971824183,0.09034802504816955
21,KY,KENTUCKY,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,749,3001,6211,33216,0.1205924971824183,0.09034802504816955
22,LA,LOUISIANA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,122,462,3735,19791,0.03266398929049531,0.023343944217068365
22,LA,LOUISIANA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,122,462,3735,19791,0.03266398929049531,0.023343944217068365
23,ME,MAINE,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,275,NA,1427,5939,0.19271198318149965,NA
23,ME,MAINE,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,275,NA,1427,5939,0.19271198318149965,NA
24,MD,MARYLAND,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,245,962,2244,11662,0.10918003565062388,0.08249013891270794
24,MD,MARYLAND,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,245,962,2244,11662,0.10918003565062388,0.08249013891270794
25,MA,MASSACHUSETTS,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,192,NA,2373,NA,0.08091024020227561,NA
25,MA,MASSACHUSETTS,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,192,NA,2373,NA,0.08091024020227561,NA
26,MI,MICHIGAN,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,980,3590,5154,23780,0.19014357780364766,0.15096719932716568
26,MI,MICHIGAN,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,980,3590,5154,23780,0.19014357780364766,0.15096719932716568
27,MN,MINNESOTA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,814,3335,5234,26402,0.15552158960641957,0.12631618816756307
27,MN,MINNESOTA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,814,3335,5234,26402,0.15552158960641957,0.12631618816756307
28,MS,MISSISSIPPI,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,325,1268,2237,11588,0.14528386231560125,0.10942354159475319
28,MS,MISSISSIPPI,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,325,1268,2237,11588,0.14528386231560125,0.10942354159475319
29,MO,MISSOURI,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,629,2669,5574,28527,0.11284535342662361,0.0935604865565955
29,MO,MISSOURI,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,629,2669,5574,28527,0.11284535342662361,0.0935604865565955
30,MT,MONTANA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,115,432,2516,11462,0.04570747217806041,0.037689757459431164
30,MT,MONTANA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,115,432,2516,11462,0.04570747217806041,0.037689757459431164
31,NE,NEBRASKA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,320,1441,3385,15950,0.09453471196454949,0.09034482758620689
31,NE,NEBRASKA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,320,1441,3385,15950,0.09453471196454949,0.09034482758620689
32,NV,NEVADA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,30,118,825,3196,0.03636363636363636,0.036921151439299124
32,NV,NEVADA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,30,118,825,3196,0.03636363636363636,0.036921151439299124
33,NH,NEW HAMPSHIRE,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,139,NA,1081,4748,0.12858464384828863,NA
33,NH,NEW HAMPSHIRE,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,139,NA,1081,4748,0.12858464384828863,NA
34,NJ,NEW JERSEY,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,270,NA,2965,18653,0.09106239460370995,NA
34,NJ,NEW JERSEY,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,270,NA,2965,18653,0.09106239460370995,NA
35,NM,NEW MEXICO,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,371,1172,8554,31107,0.04337152209492635,0.03767640723952808
35,NM,NEW MEXICO,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,371,1172,8554,31107,0.04337152209492635,0.03767640723952808
36,NY,NEW YORK,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,908,3714,3641,17265,0.24938203790167537,0.21511728931364033
36,NY,NEW YORK,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,908,3714,3641,17265,0.24938203790167537,0.21511728931364033
37,NC,NORTH CAROLINA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,811,2432,5112,24239,0.15864632237871676,0.1003341722018235
37,NC,NORTH CAROLINA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,811,2432,5112,24239,0.15864632237871676,0.1003341722018235
38,ND,NORTH DAKOTA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,83,453,571,2430,0.14535901926444833,0.18641975308641975
38,ND,NORTH DAKOTA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,83,453,571,2430,0.14535901926444833,0.18641975308641975
39,OH,OHIO,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,1360,6056,10333,53998,0.1316171489402884,0.11215230193710878
39,OH,OHIO,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,1360,6056,10333,53998,0.1316171489402884,0.11215230193710878
40,OK,OKLAHOMA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,254,1171,4853,24707,0.05233875953018751,0.047395474966608654
40,OK,OKLAHOMA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,254,1171,4853,24707,0.05233875953018751,0.047395474966608654
41,OR,OREGON,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,531,1485,12536,62421,0.0423580089342693,0.023790070649300717
41,OR,OREGON,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,531,1485,12536,62421,0.0423580089342693,0.023790070649300717
42,PA,PENNSYLVANIA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,1873,7780,6481,29433,0.28899861132541277,0.26432915435055887
42,PA,PENNSYLVANIA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,1873,7780,6481,29433,0.28899861132541277,0.26432915435055887
44,RI,RHODE ISLAND,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,36,105,379,NA,0.09498680738786279,NA
44,RI,RHODE ISLAND,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,36,105,379,NA,0.09498680738786279,NA
45,SC,SOUTH CAROLINA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,404,1476,3289,17053,0.12283368805107936,0.08655368556852167
45,SC,SOUTH CAROLINA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,404,1476,3289,17053,0.12283368805107936,0.08655368556852167
46,SD,SOUTH DAKOTA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,178,758,1237,6103,0.1438965238480194,0.12420121251843355
46,SD,SOUTH DAKOTA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,178,758,1237,6103,0.1438965238480194,0.12420121251843355
47,TN,TENNESSEE,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,707,2920,5803,30960,0.1218335343787696,0.09431524547803617
47,TN,TENNESSEE,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,707,2920,5803,30960,0.1218335343787696,0.09431524547803617
48,TX,TEXAS,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,941,3945,27889,148099,0.03374090143067159,0.026637587019493716
48,TX,TEXAS,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,941,3945,27889,148099,0.03374090143067159,0.026637587019493716
49,UT,UTAH,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,192,752,6181,28766,0.031062934800194144,0.026141973162761595
49,UT,UTAH,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,192,752,6181,28766,0.031062934800194144,0.026141973162761595
50,VT,VERMONT,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,195,NA,874,3502,0.2231121281464531,NA
50,VT,VERMONT,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,195,NA,874,3502,0.2231121281464531,NA
51,VA,VIRGINIA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,609,1886,4595,23169,0.1325353645266594,0.08140187319262808
51,VA,VIRGINIA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,609,1886,4595,23169,0.1325353645266594,0.08140187319262808
53,WA,WASHINGTON,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,516,1596,11523,54623,0.04478000520697735,0.029218461087820148
53,WA,WASHINGTON,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,516,1596,11523,54623,0.04478000520697735,0.029218461087820148
54,WV,WEST VIRGINIA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,195,727,1928,10223,0.10114107883817428,0.0711141543578206
54,WV,WEST VIRGINIA,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,195,727,1928,10223,0.10114107883817428,0.0711141543578206
55,WI,WISCONSIN,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,1609,7302,5923,29348,0.2716528786088131,0.24880741447458088
55,WI,WISCONSIN,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,1609,7302,5923,29348,0.2716528786088131,0.24880741447458088
56,WY,WYOMING,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,55,255,1168,5233,0.04708904109589041,0.04872921842155551
56,WY,WYOMING,FARM AREA: (1.0 TO 9.9 ACRES),Reduced Till,55,255,1168,5233,0.04708904109589041,0.04872921842155551
1,AL,ALABAMA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,335,8457,12637,341902,0.02650945635831289,0.024735158027738943
1,AL,ALABAMA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,335,8457,12637,341902,0.02650945635831289,0.024735158027738943
2,AK,ALASKA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,6,NA,236,5325,0.025423728813559324,NA
2,AK,ALASKA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,6,NA,236,5325,0.025423728813559324,NA
4,AZ,ARIZONA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,66,1473,3753,79291,0.017585931254996003,0.018577139902384885
4,AZ,ARIZONA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,66,1473,3753,79291,0.017585931254996003,0.018577139902384885
5,AR,ARKANSAS,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,231,6315,10404,287840,0.022202998846597464,0.021939271817676485
5,AR,ARKANSAS,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,231,6315,10404,287840,0.022202998846597464,0.021939271817676485
6,CA,CALIFORNIA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,566,13955,21756,499981,0.026015811730097444,0.02791106062030357
6,CA,CALIFORNIA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,566,13955,21756,499981,0.026015811730097444,0.02791106062030357
8,CO,COLORADO,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,423,11550,11579,330864,0.03653165212885396,0.034908602930509215
8,CO,COLORADO,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,423,11550,11579,330864,0.03653165212885396,0.034908602930509215
9,CT,CONNECTICUT,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,52,1101,2152,49951,0.024163568773234202,0.02204160076875338
9,CT,CONNECTICUT,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,52,1101,2152,49951,0.024163568773234202,0.02204160076875338
10,DE,DELAWARE,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,75,2013,903,21121,0.08305647840531562,0.09530798731120686
10,DE,DELAWARE,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,75,2013,903,21121,0.08305647840531562,0.09530798731120686
12,FL,FLORIDA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,142,3195,19696,433331,0.007209585702680747,0.007373116624474132
12,FL,FLORIDA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,142,3195,19696,433331,0.007209585702680747,0.007373116624474132
13,GA,GEORGIA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,414,9750,13444,352342,0.030794406426658733,0.027671977794302128
13,GA,GEORGIA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,414,9750,13444,352342,0.030794406426658733,0.027671977794302128
15,HI,HAWAII,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,16,NA,1693,34353,0.009450679267572357,NA
15,HI,HAWAII,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,16,NA,1693,34353,0.009450679267572357,NA
16,ID,IDAHO,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,421,10937,7337,164793,0.05738040070873654,0.06636811029594704
16,ID,IDAHO,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,421,10937,7337,164793,0.05738040070873654,0.06636811029594704
17,IL,ILLINOIS,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,3407,93045,17901,463495,0.1903245628735825,0.20074650211976397
17,IL,ILLINOIS,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,3407,93045,17901,463495,0.1903245628735825,0.20074650211976397
18,IN,INDIANA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,2399,61916,18665,472474,0.1285293329761586,0.13104636445603357
18,IN,INDIANA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,2399,61916,18665,472474,0.1285293329761586,0.13104636445603357
19,IA,IOWA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,3429,95027,18183,449747,0.1885827421217621,0.21128990298990322
19,IA,IOWA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,3429,95027,18183,449747,0.1885827421217621,0.21128990298990322
20,KS,KANSAS,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,1183,32471,10101,277691,0.11711711711711711,0.11693212959728619
20,KS,KANSAS,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,1183,32471,10101,277691,0.11711711711711711,0.11693212959728619
21,KY,KENTUCKY,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,899,20888,24269,629347,0.037043141456178666,0.03318995720961568
21,KY,KENTUCKY,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,899,20888,24269,629347,0.037043141456178666,0.03318995720961568
22,LA,LOUISIANA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,172,4463,9008,235357,0.019094138543516874,0.018962682223175858
22,LA,LOUISIANA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,172,4463,9008,235357,0.019094138543516874,0.018962682223175858
23,ME,MAINE,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,89,2167,2157,54228,0.041261010662957814,0.03996090580511913
23,ME,MAINE,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,89,2167,2157,54228,0.041261010662957814,0.03996090580511913
24,MD,MARYLAND,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,340,8485,4559,113081,0.07457775828032463,0.075034709632918
24,MD,MARYLAND,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,340,8485,4559,113081,0.07457775828032463,0.075034709632918
25,MA,MASSACHUSETTS,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,105,2328,2535,59036,0.04142011834319527,0.03943356595975337
25,MA,MASSACHUSETTS,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,105,2328,2535,59036,0.04142011834319527,0.03943356595975337
26,MI,MICHIGAN,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,1869,48723,16920,439602,0.11046099290780143,0.11083434561262233
26,MI,MICHIGAN,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,1869,48723,16920,439602,0.11046099290780143,0.11083434561262233
27,MN,MINNESOTA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,2168,61389,14618,396828,0.14831030236694487,0.15469926517282045
27,MN,MINNESOTA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,2168,61389,14618,396828,0.14831030236694487,0.15469926517282045
28,MS,MISSISSIPPI,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,329,8293,8810,248809,0.03734392735527809,0.03333078787342902
28,MS,MISSISSIPPI,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,329,8293,8810,248809,0.03734392735527809,0.03333078787342902
29,MO,MISSOURI,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,1949,51943,22676,630338,0.08594990298112543,0.08240499541515822
29,MO,MISSOURI,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,1949,51943,22676,630338,0.08594990298112543,0.08240499541515822
30,MT,MONTANA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,266,7356,5836,143422,0.04557916381082933,0.051289202493341325
30,MT,MONTANA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,266,7356,5836,143422,0.04557916381082933,0.051289202493341325
31,NE,NEBRASKA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,1198,33308,7641,188475,0.15678576102604372,0.17672370340894017
31,NE,NEBRASKA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,1198,33308,7641,188475,0.15678576102604372,0.17672370340894017
32,NV,NEVADA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,45,1206,943,22772,0.04772004241781548,0.05295977516248024
32,NV,NEVADA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,45,1206,943,22772,0.04772004241781548,0.05295977516248024
33,NH,NEW HAMPSHIRE,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,21,389,1275,31084,0.01647058823529412,0.012514476901299703
33,NH,NEW HAMPSHIRE,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,21,389,1275,31084,0.01647058823529412,0.012514476901299703
34,NJ,NEW JERSEY,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,189,4727,4467,93959,0.04231027535258563,0.050309177407166956
34,NJ,NEW JERSEY,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,189,4727,4467,93959,0.04231027535258563,0.050309177407166956
35,NM,NEW MEXICO,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,189,4250,4524,101003,0.041777188328912467,0.04207795808045305
35,NM,NEW MEXICO,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,189,4250,4524,101003,0.041777188328912467,0.04207795808045305
36,NY,NEW YORK,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,1079,26091,8632,225931,0.125,0.11548216048262523
36,NY,NEW YORK,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,1079,26091,8632,225931,0.125,0.11548216048262523
37,NC,NORTH CAROLINA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,579,13561,17132,448710,0.03379640438944665,0.03022219250741013
37,NC,NORTH CAROLINA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,579,13561,17132,448710,0.03379640438944665,0.03022219250741013
38,ND,NORTH DAKOTA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,342,9525,2514,69071,0.1360381861575179,0.1379015795341026
38,ND,NORTH DAKOTA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,342,9525,2514,69071,0.1360381861575179,0.1379015795341026
39,OH,OHIO,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,3264,88998,26533,668842,0.12301662081181924,0.1330628160312899
39,OH,OHIO,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,3264,88998,26533,668842,0.12301662081181924,0.1330628160312899
40,OK,OKLAHOMA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,742,19174,18402,482026,0.040321704162591024,0.039777937289689765
40,OK,OKLAHOMA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,742,19174,18402,482026,0.040321704162591024,0.039777937289689765
41,OR,OREGON,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,273,6102,12707,293435,0.02148422129534902,0.02079506534666962
41,OR,OREGON,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,273,6102,12707,293435,0.02148422129534902,0.02079506534666962
42,PA,PENNSYLVANIA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,2770,69728,15901,400651,0.17420288032199233,0.17403675518094303
42,PA,PENNSYLVANIA,FARM AREA: (10.0 TO 49.9 ACRES),Reduced Till,2770,69728,15901,400651,0.17420288032199233,0.17403675518094303
